contest-tmp2m-14d__tmp2m,index
24.748624725858576,375890
24.697100313267526,375891
24.798210150388286,375892
24.23967322702208,375893
24.25305049758464,375894
24.401519284823053,375895
24.54702026537467,375896
24.46849715978584,375897
24.493749299543083,375898
24.53711935659919,375899
24.555248180018737,375900
24.563794146736313,375901
24.481999812192498,375902
24.326557838765893,375903
24.088446124270206,375904
23.94447305836667,375905
23.854116283148983,375906
24.081124579857374,375907
23.889817530258824,375908
23.743897694576617,375909
23.581034516591615,375910
23.210776242548377,375911
22.394146845775367,375912
21.630148080451306,375913
20.87646665295256,375914
20.00323282499801,375915
19.469615170537963,375916
28.190784589247983,375917
28.044406110004388,375918
27.78996144623045,375919
27.66328327884247,375920
27.581286734882212,375921
27.78231747837856,375922
27.657487684288014,375923
27.445213475456,375924
27.262545572749275,375925
27.162762075684384,375926
27.154697754006236,375927
27.35053552120013,375928
26.962445052102623,375929
26.57263377166879,375930
26.313083102001485,375931
26.227056776603376,375932
25.83382402542685,375933
25.414184956476674,375934
25.00513557986949,375935
24.403292957685665,375936
24.125971211231047,375937
24.140075091696588,375938
24.6557062366752,375939
24.46389748486797,375940
23.980429583411023,375941
23.585673501255712,375942
23.61737231359166,375943
23.756082807694554,375944
23.723925998758716,375945
23.6011334630212,375946
23.765562703449632,375947
24.022868326057107,375948
24.202845390906532,375949
24.5320627792957,375950
24.697775843933925,375951
24.650156076174312,375952
24.81598603718828,375953
24.2646460615984,375954
24.274917189230564,375955
24.4066777285729,375956
24.54827698569295,375957
24.451744558703354,375958
24.455393919820324,375959
24.48003307332118,375960
24.479408646608533,375961
24.486827621090754,375962
24.40383427513092,375963
24.240796838297683,375964
24.023887625563987,375965
23.85884551961243,375966
23.796174594971205,375967
24.1051102429646,375968
23.85971563450113,375969
23.81307591573261,375970
23.644475109078826,375971
23.311099702119122,375972
22.614717357364384,375973
21.91069556053111,375974
21.182806155813523,375975
20.393628449107325,375976
19.857649355410217,375977
28.46195580127096,375978
28.352260627987334,375979
28.147904272467713,375980
28.055638868077722,375981
27.937285726276457,375982
27.938675911434075,375983
27.76073384231728,375984
27.51013287773668,375985
27.3718404467283,375986
27.261660704991016,375987
27.23605229922549,375988
27.462633727715854,375989
27.202606018168524,375990
26.86546267673981,375991
26.665275486344342,375992
26.5803225869426,375993
26.098784764451523,375994
25.604923803689132,375995
25.193051924216093,375996
24.645098451944023,375997
24.407580316727547,375998
24.472260377299676,375999
24.919333321570207,376000
24.79303025222646,376001
24.4122659751049,376002
24.006627101481115,376003
23.969497565517656,376004
24.106776025367935,376005
24.08240363097343,376006
24.011699475981118,376007
24.23077793660093,376008
24.498977517272692,376009
24.68547346511133,376010
25.005729351708567,376011
25.192010000733944,376012
25.146552344588372,376013
25.25714018015742,376014
24.71846742413544,376015
24.63443892200212,376016
24.73829783258998,376017
24.849096645582847,376018
24.70447932971473,376019
24.660085146028678,376020
24.642694758135804,376021
24.613765672486352,376022
24.618573539997897,376023
24.523312490993817,376024
24.340877020058144,376025
24.126180539734946,376026
23.994981293295552,376027
24.01390128323561,376028
24.393182352591907,376029
24.28380404573761,376030
24.23355642017367,376031
24.18349633980995,376032
24.014670001081697,376033
23.489201788675416,376034
22.91211409059673,376035
22.316590456327674,376036
21.62280552065448,376037
21.161809474187464,376038
28.325634023214832,376039
28.109661876184532,376040
27.797765624264912,376041
27.569368268620565,376042
27.456769993509795,376043
27.414342980643937,376044
27.303453357726312,376045
27.093746293124923,376046
26.813038899530966,376047
26.642612987059636,376048
26.631007951083404,376049
26.732879362534447,376050
26.279342844566315,376051
25.854317672656293,376052
25.64716659743499,376053
25.56440777954714,376054
25.265410711649565,376055
24.961164891557758,376056
24.601647548703284,376057
23.949453557548793,376058
23.702173690968777,376059
23.628887826963933,376060
23.915347124606967,376061
23.773865053196573,376062
23.25141964712168,376063
22.894489553283336,376064
23.121345760542226,376065
23.325703164163656,376066
23.353567782800496,376067
23.266152963760987,376068
23.45677879173394,376069
23.67728002496449,376070
23.898702553400994,376071
24.27145823216307,376072
24.435921040501455,376073
24.390951543925382,376074
24.42776787897975,376075
23.91795597880565,376076
24.012034011661967,376077
24.19516133818695,376078
24.320087081904262,376079
24.238997792589146,376080
24.26922694703444,376081
24.363518224293898,376082
24.440826908162535,376083
24.463530869884494,376084
24.362483623641253,376085
24.194159695005794,376086
23.899722888377084,376087
23.683790179564596,376088
23.520309627525535,376089
23.595028636923814,376090
23.28747543575861,376091
23.03569209612573,376092
22.745254014240288,376093
22.253218694670068,376094
21.41543744673504,376095
20.489373298240366,376096
19.6110349679019,376097
18.693471064349296,376098
18.047543477353372,376099
28.200027240094755,376100
28.00898824253659,376101
27.741524545841116,376102
27.565692541338308,376103
27.483603975143353,376104
27.5529350306594,376105
27.446210065314062,376106
27.238191854139245,376107
27.00660476048114,376108
26.865729525257564,376109
26.853579866007976,376110
27.010338994580252,376111
26.593409063603247,376112
26.161848960419036,376113
25.904488851262442,376114
25.810508908780548,376115
25.43526906405924,376116
25.09172471725344,376117
24.646005157059903,376118
24.04310485126905,376119
23.686450106728387,376120
23.722642237741184,376121
24.099939288109226,376122
23.969664887373995,376123
23.45820838580005,376124
23.07648267512326,376125
23.144169292698393,376126
23.341567490097248,376127
23.31572664262211,376128
23.234941538378052,376129
23.43292786063887,376130
23.682648592357054,376131
23.89809125356777,376132
24.271678860684744,376133
24.455031244471286,376134
24.410722770191455,376135
24.53327805585343,376136
23.977719684759847,376137
24.023201157631206,376138
24.184158156668616,376139
24.32437390169423,376140
24.231497250998814,376141
24.24406768960415,376142
24.301165507165592,376143
24.339977078316963,376144
24.352580958412773,376145
24.257361642830972,376146
24.08573451446307,376147
23.81740207370393,376148
23.63186475102168,376149
23.55675047967219,376150
23.761995072305183,376151
23.438988525584705,376152
23.250210996917133,376153
23.046389619364618,376154
22.637372189361542,376155
21.881689297144703,376156
21.028724996893857,376157
20.268258448783286,376158
19.39069863420133,376159
18.779782330337696,376160
28.154436894806963,376161
27.984850554184618,376162
27.719322987811722,376163
27.567840708423205,376164
27.483385667324853,376165
27.611019292053356,376166
27.50152339974568,376167
27.29236927749963,376168
27.076025410269494,376169
26.938170284030093,376170
26.909930516734676,376171
27.079142606049118,376172
26.6822005705655,376173
26.249535013678894,376174
25.996640611558007,376175
25.897748976898242,376176
25.484301259969186,376177
25.087689477316644,376178
24.648743870126452,376179
24.008108364502448,376180
23.66787638440792,376181
23.669781820988362,376182
24.202262174028135,376183
24.032125267716822,376184
23.5419419740403,376185
23.11395019464794,376186
23.200971048350937,376187
23.370585270716276,376188
23.283414688628795,376189
23.227059602242036,376190
23.40848078980008,376191
23.664140732159296,376192
23.889267643175685,376193
24.273484153226946,376194
24.470420055555508,376195
24.42957290396663,376196
24.60806922290834,376197
24.042360655223092,376198
24.08582325452295,376199
24.24651315106928,376200
24.383269208221634,376201
24.281806179400576,376202
24.28460063948762,376203
24.32515174941517,376204
24.357015527878218,376205
24.373673990713996,376206
24.273820226993337,376207
24.094611201667362,376208
23.86491702428947,376209
23.667461899685236,376210
23.576058179382414,376211
23.81204649064881,376212
23.585184340216472,376213
23.447261563767654,376214
23.21256650987209,376215
22.789487114769997,376216
22.085003041131074,376217
21.30929035473423,376218
20.49738009213371,376219
19.680372207889718,376220
19.095934541728298,376221
28.069969624691737,376222
27.934188834300585,376223
27.74322470124048,376224
27.639493604276765,376225
27.53134499467859,376226
27.556320360032032,376227
27.39166714226792,376228
27.129756016859233,376229
26.969470118405752,376230
26.857422487136716,376231
26.803554460882026,376232
26.996181217680544,376233
26.7936043435937,376234
26.50016753645201,376235
26.328024157145933,376236
26.22937698749206,376237
25.70959946279936,376238
25.224819595619692,376239
24.755994546836916,376240
24.136153160552112,376241
23.883150774088165,376242
23.89705895733556,376243
24.44626655598148,376244
24.267517984875326,376245
23.83693270296868,376246
23.367793550269027,376247
23.25891040649327,376248
23.315731729501408,376249
23.26745684482023,376250
23.187118504745172,376251
23.442458794712422,376252
23.707774898398554,376253
23.93894275793815,376254
24.315949026918872,376255
24.527694968671256,376256
24.494634430956978,376257
24.73862260891434,376258
24.1919113414383,376259
24.137144391185245,376260
24.272238381848354,376261
24.378307912827722,376262
24.22321190061507,376263
24.172754852775086,376264
24.164014612866367,376265
24.160386258227675,376266
24.177968727802636,376267
24.062685407917513,376268
23.85808726171865,376269
23.602480378033817,376270
23.41881925836293,376271
23.368037112048057,376272
23.687864614012028,376273
23.53944469753253,376274
23.496886427864126,376275
23.36802199808824,376276
23.13145009789139,376277
22.576320964723436,376278
21.892352099233563,376279
21.282314674237682,376280
20.490573285057167,376281
20.01257202628733,376282
28.2774277045869,376283
28.16715838222285,376284
27.970390774641942,376285
27.888778032273137,376286
27.765863082168607,376287
27.60403658338373,376288
27.414073801109055,376289
27.10786722993089,376290
26.957917847724275,376291
26.84696765501559,376292
26.792858652090047,376293
26.973778740170417,376294
26.772330645583168,376295
26.514881711406645,376296
26.35288407738392,376297
26.240684435900675,376298
25.723371206824595,376299
25.25998092778076,376300
24.787416657754306,376301
24.1842761338076,376302
23.911965864801516,376303
23.987069834861074,376304
24.55625517101663,376305
24.40169766379995,376306
24.010310606149346,376307
23.561514177188712,376308
23.51601518228273,376309
23.547353373465114,376310
23.44589754841087,376311
23.42786904509876,376312
23.63769081736541,376313
23.90462518710291,376314
24.131050417624294,376315
24.497750537821958,376316
24.701284818608542,376317
24.66439153036572,376318
24.990907735123187,376319
24.442399731851935,376320
24.35574806594707,376321
24.483564552373593,376322
24.57836341882711,376323
24.410981663280552,376324
24.345076907999555,376325
24.326054025670487,376326
24.30827643215065,376327
24.324865637487676,376328
24.204219580917254,376329
23.9966769413802,376330
23.739539510848772,376331
23.567961752003498,376332
23.519305982214064,376333
23.879726372926086,376334
23.69216756006398,376335
23.684143000261884,376336
23.653027576551324,376337
23.436910871127168,376338
22.91183977648177,376339
22.291926069457418,376340
21.712737385994956,376341
20.99734374122363,376342
20.50770503249646,376343
23.194854158274495,376344
23.078042328286188,376345
22.85496063056388,376346
22.538423755657732,376347
22.317970153179033,376348
21.95451650554611,376349
21.8056677996168,376350
21.663239362217837,376351
21.488099340978067,376352
21.39797826537847,376353
21.38246879080242,376354
21.474685517979083,376355
21.004231809365365,376356
20.57040408490093,376357
20.366839869312173,376358
20.26699938272361,376359
20.094753711105852,376360
19.917120076840092,376361
19.700783281331667,376362
19.287007548762517,376363
19.108529921752677,376364
18.963154020467698,376365
18.499818901739843,376366
18.330334645621235,376367
17.95805551427611,376368
17.796412337684956,376369
18.154407709727423,376370
18.51599923591391,376371
18.6554144702244,376372
18.745468306077555,376373
18.8636609797785,376374
19.071533534513208,376375
19.282055021132066,376376
19.518059792871668,376377
19.610617435549045,376378
19.680885900478245,376379
19.628794371805157,376380
19.334172781929226,376381
19.486577778766616,376382
19.74224716294043,376383
19.846398984655025,376384
19.81327237589676,376385
19.87446602676681,376386
19.980536792010753,376387
20.11316112909111,376388
20.187599187528292,376389
20.0991937617066,376390
19.970408852278183,376391
19.7098579525765,376392
19.522969504902107,376393
19.40403721056191,376394
19.432007955188453,376395
19.30193771560056,376396
19.01053225015022,376397
18.700403297962623,376398
18.13307409384913,376399
17.255235552105944,376400
16.37939771870606,376401
15.403060548898509,376402
14.328005137377204,376403
13.565134530959313,376404
25.48538273127616,376405
25.28502028967017,376406
24.983130769327147,376407
24.618228712176688,376408
24.40934934168422,376409
24.04409858329774,376410
23.861837203232767,376411
23.637852080055836,376412
23.353114573343817,376413
23.19872182384728,376414
23.20910283806836,376415
23.32613722217144,376416
22.88798521161874,376417
22.399517984016143,376418
22.23446463781994,376419
22.175081453059477,376420
22.016237951392498,376421
21.88695603983217,376422
21.610239369428825,376423
21.211594456608395,376424
20.98574184738834,376425
20.9537801417614,376426
20.47808900577138,376427
20.370921197568805,376428
19.946029252321523,376429
19.707131996731164,376430
19.983431548994417,376431
20.336009594686118,376432
20.423375745360318,376433
20.472934984832932,376434
20.542104623271427,376435
20.703474971067237,376436
20.909133604519866,376437
21.174755356406592,376438
21.26536359116818,376439
21.288140741827988,376440
21.129458002542265,376441
20.792800666035873,376442
20.93905861802142,376443
21.1719989992622,376444
21.259585297866295,376445
21.19487071893053,376446
21.233176456743422,376447
21.37960653543786,376448
21.512868554884392,376449
21.563166309099756,376450
21.445091017585696,376451
21.28320638709033,376452
20.99912084118239,376453
20.850916130215637,376454
20.744219499560813,376455
20.724470387222425,376456
20.464660729494767,376457
20.20108537578443,376458
19.8829272312405,376459
19.31228933962683,376460
18.46217202313784,376461
17.55376004173678,376462
16.58974650986937,376463
15.527879719961447,376464
14.850406588873568,376465
27.097320717115167,376466
26.87506936080365,376467
26.547461317524494,376468
26.193730223873217,376469
25.996486430554114,376470
25.757972638800936,376471
25.58709431667222,376472
25.355981091990543,376473
25.047821237211167,376474
24.867928545480993,376475
24.883171682837258,376476
24.97531485058613,376477
24.518151810613972,376478
24.08427110872134,376479
23.905465452317912,376480
23.847579229848634,376481
23.66982190235626,376482
23.554372380627683,376483
23.26875234993662,376484
22.813201389253607,376485
22.566917908303765,376486
22.522751132519716,376487
22.196995577312975,376488
22.09545079128071,376489
21.593039002509954,376490
21.4091714348354,376491
21.635314138172816,376492
21.990039279181758,376493
22.058630108608952,376494
22.028462894585402,376495
22.15814790592225,376496
22.324926545416872,376497
22.537855251168708,376498
22.8396965490727,376499
22.942962214006116,376500
22.943573840256192,376501
22.681650461942525,376502
22.313647957611693,376503
22.463921372176515,376504
22.686736109097694,376505
22.77527370598716,376506
22.704934122688655,376507
22.743591595414557,376508
22.903480846166076,376509
23.02918921675763,376510
23.06646847130395,376511
22.944106576717388,376512
22.777202917831687,376513
22.433654866364122,376514
22.218834696482475,376515
22.115400817034242,376516
22.104502570689192,376517
21.669695407642905,376518
21.364528002467182,376519
21.034186094834865,376520
20.531648429204154,376521
19.668982977559097,376522
18.708377890867496,376523
17.81955094941634,376524
16.798381693355907,376525
16.124030578138274,376526
27.738560472472216,376527
27.52309615537024,376528
27.207062180082232,376529
26.914983762873817,376530
26.76895383561873,376531
26.631763996067548,376532
26.502259651254008,376533
26.273570589431472,376534
25.95454392519349,376535
25.754709528395836,376536
25.77197244461678,376537
25.781274862833243,376538
25.227338823415323,376539
24.781116806251134,376540
24.577311458940358,376541
24.507227810087613,376542
24.24817062181478,376543
23.979959112279346,376544
23.654661027848704,376545
23.038157369739395,376546
22.789939953463715,376547
22.714479944358686,376548
22.60166766482257,376549
22.466957119632696,376550
21.95021432397931,376551
21.76387630621042,376552
22.099251913596106,376553
22.369851589032066,376554
22.41869745132425,376555
22.405501714814477,376556
22.553887016445685,376557
22.757561376262686,376558
23.001749511085848,376559
23.37427737850112,376560
23.520438987043804,376561
23.48870384323834,376562
23.138465114875714,376563
22.690366627338733,376564
22.849373896844384,376565
23.047779469274133,376566
23.150670266854036,376567
23.07272727448401,376568
23.094398208085636,376569
23.249734770485247,376570
23.371228498837468,376571
23.406996188330595,376572
23.28649903612768,376573
23.110497118735964,376574
22.78945981659342,376575
22.53226004104198,376576
22.424789840706296,376577
22.406920267575344,376578
21.866913052825396,376579
21.54954240263612,376580
21.231400517876295,376581
20.718762013869025,376582
19.87793187175498,376583
18.907989008748473,376584
17.97452831528102,376585
16.99614618599219,376586
16.325042012080928,376587
26.78165794402412,376588
26.518190540900207,376589
26.20387390567987,376590
25.963246909353245,376591
25.86658427548275,376592
25.799724638571206,376593
25.72354524255968,376594
25.520954770839296,376595
25.197043818445707,376596
24.98613116741319,376597
24.984058337760302,376598
24.970022484902472,376599
24.400633147332996,376600
23.8917706460785,376601
23.66607039284463,376602
23.60936823346293,376603
23.30448646470478,376604
23.0557849482542,376605
22.65907687854957,376606
21.992092674468267,376607
21.670145519156506,376608
21.641635519793,376609
21.903416842716865,376610
21.793610179072004,376611
21.260274157390143,376612
21.075592027350353,376613
21.418097115812657,376614
21.733285442679062,376615
21.75209248564761,376616
21.741976900416603,376617
21.890139445792556,376618
22.12637176387028,376619
22.395481413948232,376620
22.82622152770182,376621
23.02546299980429,376622
22.973539217996745,376623
22.855743665987518,376624
22.35559036904965,376625
22.53385211638158,376626
22.718028271134585,376627
22.82498581200889,376628
22.73443588526294,376629
22.738991236462027,376630
22.865915485787184,376631
22.967967696322887,376632
22.985753855984115,376633
22.87730063177702,376634
22.70585610176437,376635
22.39546181888244,376636
22.166266620370607,376637
22.022622049798315,376638
22.01253694749846,376639
21.525436986251066,376640
21.201931022116355,376641
20.842693324992013,376642
20.340449509126415,376643
19.494734698581453,376644
18.51230769012102,376645
17.642676253576155,376646
16.715638084255488,376647
16.02697764732551,376648
27.010402962366868,376649
26.78471099631753,376650
26.50849093481287,376651
26.297942781547533,376652
26.181657781159572,376653
26.1517418758001,376654
26.056568261761242,376655
25.844418718451777,376656
25.561789397484404,376657
25.369217277397752,376658
25.371522679476243,376659
25.48715675727493,376660
25.012683700854154,376661
24.484773257644747,376662
24.257675353999673,376663
24.141105281298792,376664
23.773863646894938,376665
23.480981307486275,376666
23.033519383808198,376667
22.40768130133455,376668
22.061602233390886,376669
22.01138106050638,376670
22.509341359488815,376671
22.344606706511513,376672
21.801070766689293,376673
21.479123031254403,376674
21.65150273496198,376675
21.929884855329135,376676
21.94552036299757,376677
21.938624143644518,376678
22.107345373650617,376679
22.358959566129784,376680
22.635240795208063,376681
23.0663937852068,376682
23.267465870062153,376683
23.23553425483135,376684
23.198477042252364,376685
22.670834832569994,376686
22.814057417608865,376687
23.009080709649027,376688
23.134128946360477,376689
23.04120448691731,376690
23.045349801231396,376691
23.158698501187587,376692
23.25711489106999,376693
23.28496553396127,376694
23.162091937414573,376695
22.96606378611665,376696
22.672639582555064,376697
22.482209017573723,376698
22.39512747365137,376699
22.476702126179305,376700
21.974122731861712,376701
21.744050842899753,376702
21.37903708495554,376703
20.908133609584013,376704
20.01867005887584,376705
19.141803936806355,376706
18.31170863791749,376707
17.341014621517672,376708
16.734570049805086,376709
27.90292305265274,376710
27.71733100380993,376711
27.474886859224966,376712
27.315733621777667,376713
27.205785016837922,376714
27.147946882316432,376715
27.05646209726325,376716
26.835436805251106,376717
26.584953490156693,376718
26.402051644652545,376719
26.36253608912949,376720
26.507492781210203,376721
26.093593942661016,376722
25.6314387323863,376723
25.3914285153474,376724
25.243961387154457,376725
24.766259592530616,376726
24.38039544114008,376727
23.899082264839194,376728
23.240207950070385,376729
22.821246116894883,376730
22.862413821091025,376731
23.387633808024134,376732
23.23390988513239,376733
22.684176456594628,376734
22.25259508660315,376735
22.355775925195815,376736
22.576557623816882,376737
22.552388761360646,376738
22.533502189662045,376739
22.729387096083883,376740
23.006955613422633,376741
23.303051592904353,376742
23.772159667896403,376743
24.02889407020797,376744
24.001817958653533,376745
24.081443160084575,376746
23.50115993578521,376747
23.607887181660487,376748
23.794675920313807,376749
23.921733689952077,376750
23.806812917688262,376751
23.79668685300038,376752
23.845854417705652,376753
23.92086927541021,376754
23.954096559131017,376755
23.822136198861756,376756
23.60516512536742,376757
23.343349059372713,376758
23.066782249351206,376759
22.978403300614275,376760
23.21596753545805,376761
22.854683128063527,376762
22.6140862425907,376763
22.313959592912624,376764
21.832081739607304,376765
21.076304815895014,376766
20.22962857350126,376767
19.42696480194593,376768
18.57332220623522,376769
17.92852050492047,376770
28.56533873261236,376771
28.397863891222926,376772
28.187057042378513,376773
28.056479640191412,376774
27.952720031225283,376775
27.794238807883346,376776
27.6745735730849,376777
27.419706520985528,376778
27.18455176968763,376779
27.010443037439302,376780
26.956136677842608,376781
27.128091970937078,376782
26.767124976249193,376783
26.408236721862863,376784
26.181217165167368,376785
26.017605397002626,376786
25.489862170256004,376787
25.03189522971502,376788
24.554546847579445,376789
23.867773998857956,376790
23.482336653936613,376791
23.4923143005405,376792
23.965047589259598,376793
23.733061363275453,376794
23.203635216521207,376795
22.7312368579029,376796
22.761131506769914,376797
22.86072329734867,376798
22.84530205250627,376799
22.814927668313885,376800
23.013659201615667,376801
23.29545020875304,376802
23.598997575243004,376803
24.069358604389095,376804
24.33492044434564,376805
24.308465296434406,376806
24.515012660207333,376807
23.924722155905386,376808
23.992291569505994,376809
24.179893468596447,376810
24.301594230116905,376811
24.169257307339933,376812
24.136658771556142,376813
24.159010267017493,376814
24.24010748278789,376815
24.277681358586165,376816
24.137385116973235,376817
23.903768419104722,376818
23.594240815768842,376819
23.327244724276454,376820
23.268964108465866,376821
23.468257381316505,376822
23.165941352513755,376823
23.032006314056105,376824
22.74132384650801,376825
22.334143320169915,376826
21.588229876851926,376827
20.829765772085466,376828
20.085336985900653,376829
19.178162001112696,376830
18.57075158741111,376831
28.347537504613058,376832
28.235604529234422,376833
28.07070222768192,376834
27.97307734716395,376835
27.8361963303837,376836
27.589900278871767,376837
27.39190350906398,376838
27.095981593306533,376839
26.900485198038268,376840
26.74741749498014,376841
26.6479839604915,376842
26.841253970800096,376843
26.60793935639316,376844
26.329398438747944,376845
26.16271956176945,376846
25.97716082568155,376847
25.398629939960017,376848
24.853825651370244,376849
24.3827838170738,376850
23.726345634677045,376851
23.382544361915677,376852
23.41890194849867,376853
23.808214597348297,376854
23.576764187012714,376855
23.1873306660234,376856
22.6587455292389,376857
22.579699932619974,376858
22.595065226144015,376859
22.52368184787946,376860
22.496243088381902,376861
22.714675541149063,376862
22.988726631536622,376863
23.272043875229826,376864
23.70997275743622,376865
23.958993581768823,376866
23.938454546420644,376867
24.049259733237022,376868
23.464648533006937,376869
23.42227074247114,376870
23.599689022321343,376871
23.69795984980226,376872
23.523300576757777,376873
23.459612247781536,376874
23.447895657083563,376875
23.480208527664672,376876
23.52091684007837,376877
23.380901995231113,376878
23.143880059466937,376879
22.85957510579607,376880
22.60028523727243,376881
22.507224942531707,376882
22.846585705494476,376883
22.65360795326899,376884
22.567550897269882,376885
22.34161913516624,376886
22.038029710296883,376887
21.411955209914822,376888
20.72479028518211,376889
20.080999447757733,376890
19.195124761360773,376891
18.572467448705083,376892
28.107871761102274,376893
28.00605230975134,376894
27.85581738666548,376895
27.750951675145757,376896
27.607218885810198,376897
27.297752067287433,376898
27.059321357738895,376899
26.7412615702886,376900
26.561418030672428,376901
26.403558552206448,376902
26.34078816329651,376903
26.50883897327259,376904
26.32555317848852,376905
26.08198805365862,376906
25.93959829494247,376907
25.754422385491296,376908
25.129555320046393,376909
24.587668744088376,376910
24.06092325852768,376911
23.416256636923492,376912
23.081714616230954,376913
23.10490644594148,376914
23.232646756376482,376915
22.997905208407417,376916
22.577733440910777,376917
22.075361349250898,376918
21.918481020060085,376919
21.92978317105303,376920
21.79537291719305,376921
21.75178649313642,376922
21.982648422755346,376923
22.27775927644035,376924
22.570954348212183,376925
23.010474067283212,376926
23.27265173821661,376927
23.260016008326545,376928
23.43879150563538,376929
22.8297767864633,376930
22.71191340972183,376931
22.8894080904671,376932
22.97250222275551,376933
22.778638930511136,376934
22.695501602193247,376935
22.65854366210891,376936
22.64420184319431,376937
22.66553406652781,376938
22.50485555257268,376939
22.240468674811837,376940
21.973697705072027,376941
21.73854048827286,376942
21.654583125332522,376943
22.065736765163763,376944
21.978399612568126,376945
21.910470735917556,376946
21.758033660184026,376947
21.500083559783945,376948
20.879902573600987,376949
20.218974202570564,376950
19.602619831151685,376951
18.75860362789524,376952
18.170237521126523,376953
28.049628396556272,376954
27.971872507139494,376955
27.82861415163927,376956
27.647757197956253,376957
27.506526981048808,376958
27.08862780267333,376959
26.83005878534044,376960
26.561348090950673,376961
26.379754860349635,376962
26.239421344230664,376963
26.16679477637092,376964
26.35997355255671,376965
26.230689952674425,376966
26.02811409004829,376967
25.909740153950224,376968
25.712102672443166,376969
25.113938768713126,376970
24.596369243304082,376971
24.1081860662772,376972
23.444160386630244,376973
23.18589326487995,376974
23.141592348257404,376975
23.009115082442975,376976
22.745771725792736,376977
22.375137749650946,376978
21.835646999506764,376979
21.608073424061274,376980
21.624342502705417,376981
21.419479367119663,376982
21.36210070772887,376983
21.616655893303175,376984
21.87632404257573,376985
22.12399450707852,376986
22.52030620960153,376987
22.75248887875756,376988
22.75283526863592,376989
22.80416855166078,376990
22.21826099293139,376991
22.074444499087008,376992
22.242203413074265,376993
22.29118099023276,376994
22.0931068812194,376995
22.01350478140506,376996
21.993349694150538,376997
21.99509317660852,376998
22.0346412763912,376999
21.89815072082996,377000
21.661047013413565,377001
21.371161686641585,377002
